pasta_run,configuracao,execucao,config_num,param_CROSSOVER,param_DELTA_MIN,param_IND_SIZE,param_MUTACAO,param_NUM_GENERATIONS,param_NUM_VAR_DIFERENTES,param_POP_SIZE,param_PORCENTAGEM,param_RCE_REPOPULATION_GENERATIONS,best_var_1,best_var_2,best_var_3,best_var_4,best_var_5,best_fitness,best_gen_idx
run_2025-08-23_12-19-17,config_1,3,1,0.1,2,5,0.9,20,1,10,0.2,50,9,10,3,3,11,51.16019157575871,19
run_2025-08-23_12-19-17,config_1,4,1,0.1,2,5,0.9,20,1,10,0.2,50,12,23,6,6,12,53.02376539543631,19
run_2025-08-23_12-19-17,config_1,5,1,0.1,2,5,0.9,20,1,10,0.2,50,0,22,0,0,23,38.5189038855434,19
run_2025-08-23_12-19-17,config_1,6,1,0.1,2,5,0.9,20,1,10,0.2,50,30,0,23,23,25,54.35517972896194,19
run_2025-08-23_12-19-17,config_1,7,1,0.1,2,5,0.9,20,1,10,0.2,50,2,8,2,2,9,38.55375786965478,19
run_2025-08-25_10-29-00,config_1,1,1,0.1,2,5,0.9,20,1,10,0.2,50,8,24,14,14,25,53.62183056751637,19
run_2025-08-25_10-29-00,config_1,2,1,0.1,2,5,0.9,20,1,10,0.2,50,14,13,5,14,14,53.65607254666416,19
run_2025-08-25_10-29-00,config_1,3,1,0.1,2,5,0.9,20,1,10,0.2,50,6,7,15,6,6,51.79395642062747,19
run_2025-08-25_10-35-53,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,11,6,17,13,13,68.06931085527697,19
run_2025-08-25_10-35-53,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,5,27,20,20,27,53.62183056751635,19
run_2025-08-25_10-35-53,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,20,6,26,26,6,53.69489376988121,19
run_2025-08-25_10-35-53,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,17,13,11,13,13,65.6678442550385,19
run_2025-08-25_10-35-53,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,16,17,0,28,18,76.64612527193601,19
run_2025-08-25_10-35-53,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,29,10,29,20,31,59.71367538595443,19
run_2025-08-25_10-35-53,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,20,11,15,20,11,66.12049981921035,19
run_2025-08-25_10-35-53,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,16,1,10,16,16,54.10889308894615,19
run_2025-08-25_10-35-53,config_2,4,2,0.5,2,5,0.8,20,1,5,0.2,50,0,6,6,6,7,52.61823354917603,19
run_2025-08-25_10-35-53,config_2,5,2,0.5,2,5,0.8,20,1,5,0.2,50,11,31,11,20,31,60.85862818894755,19
run_2025-08-25_10-42-29,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,13,14,8,13,14,51.58123306070058,19
run_2025-08-25_10-42-29,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,25,2,25,25,25,37.35402933294379,19
run_2025-08-25_10-42-29,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,1,11,22,22,1,52.9233610890987,19
run_2025-08-25_10-42-29,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,4,9,3,3,10,51.62473861564388,19
run_2025-08-25_10-42-29,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,29,20,13,29,29,53.8483132662859,19
run_2025-08-25_10-42-29,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,26,3,17,26,3,54.59141343352625,19
run_2025-08-25_10-42-29,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,17,28,3,3,28,53.65552547448785,19
run_2025-08-25_10-42-29,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,1,10,1,23,10,60.70721345836029,19
run_2025-08-25_10-45-32,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,14,11,27,27,16,52.54907489281376,19
run_2025-08-25_10-45-32,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,27,2,16,16,3,53.5052698210404,19
run_2025-08-25_10-45-32,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,12,23,12,5,24,61.88321685297359,19
run_2025-08-25_10-45-32,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,18,24,18,1,25,61.98478023645107,19
run_2025-08-25_10-45-32,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,2,23,22,20,22,74.49979099684903,19
run_2025-08-25_10-45-32,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,2,2,7,2,3,51.2049689961018,19
run_2025-08-25_10-45-32,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,1,25,1,25,3,61.71657403989328,19
run_2025-08-25_10-45-32,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,30,13,30,30,30,37.35402933294375,19
run_2025-08-25_10-45-32,config_2,4,2,0.5,2,5,0.8,20,1,5,0.2,50,20,21,31,3,22,75.83729011460709,19
run_2025-08-25_10-45-32,config_2,5,2,0.5,2,5,0.8,20,1,5,0.2,50,29,23,2,29,13,66.50100684737578,19
run_2025-08-25_10-55-09,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,13,8,13,8,23,62.03029149361637,19
run_2025-08-25_10-55-09,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,0,21,24,24,26,53.23540479125701,19
run_2025-08-25_10-55-09,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,8,27,8,8,27,38.75282632407595,19
run_2025-08-25_10-55-09,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,27,7,29,29,29,52.32343788272181,19
run_2025-08-25_10-55-09,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,0,6,16,0,7,54.54156208641643,19
run_2025-08-25_10-55-09,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,6,30,22,22,13,65.19001390087831,19
run_2025-08-25_10-55-09,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,0,29,0,8,10,67.48337751143566,19
run_2025-08-25_10-55-09,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,9,3,9,9,11,37.45559271642123,19
run_2025-08-25_10-55-09,config_2,4,2,0.5,2,5,0.8,20,1,5,0.2,50,5,13,21,21,5,52.9233610890987,19
run_2025-08-25_10-55-09,config_2,5,2,0.5,2,5,0.8,20,1,5,0.2,50,0,26,26,31,0,76.14137479386967,19
run_2025-08-25_11-02-09,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,17,12,15,17,17,51.1237412789847,19
run_2025-08-25_11-02-09,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,20,5,10,10,20,52.95821507321003,19
run_2025-08-25_11-02-09,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,5,6,5,14,6,59.4085478460318,19
run_2025-08-25_11-02-09,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,25,10,25,10,25,59.52452060561028,19
run_2025-08-25_11-02-09,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,0,27,0,0,14,50.3210096574379,19
run_2025-08-25_11-02-09,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,28,21,13,28,21,54.52576377783733,19
run_2025-08-25_11-02-09,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,2,30,10,2,30,54.59141343352621,19
run_2025-08-25_11-02-09,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,26,18,26,26,27,49.35402933294385,19
run_2025-08-25_11-02-09,config_2,4,2,0.5,2,5,0.8,20,1,5,0.2,50,21,15,21,21,15,38.5347021941225,19
run_2025-08-25_11-02-09,config_2,5,2,0.5,2,5,0.8,20,1,5,0.2,50,4,9,4,3,10,61.52943925112034,19
run_2025-08-25_11-09-00,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,19,4,13,19,19,54.10889308894615,19
run_2025-08-25_11-09-00,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,20,18,14,14,14,51.57128449758621,19
run_2025-08-25_11-09-00,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,29,0,29,11,31,59.74852937006577,19
run_2025-08-25_11-09-00,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,30,22,30,30,23,38.51890388554344,19
run_2025-08-25_11-09-00,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,23,18,10,23,22,67.25328500124057,19
run_2025-08-25_11-09-00,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,25,31,16,30,25,66.47082608684525,19
run_2025-08-25_11-09-00,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,19,14,19,19,20,49.38888331705514,19
run_2025-08-25_11-09-00,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,10,18,23,23,10,52.9233610890987,19
run_2025-08-25_11-09-00,config_2,4,2,0.5,2,5,0.8,20,1,5,0.2,50,24,25,2,2,24,50.86900424344032,19
run_2025-08-25_11-09-00,config_2,5,2,0.5,2,5,0.8,20,1,5,0.2,50,10,25,30,10,26,56.40323383063933,19
run_2025-08-25_11-15-57,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,20,3,2,2,22,52.65939263578401,19
run_2025-08-25_11-15-57,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,15,17,29,29,17,52.51422090870241,19
run_2025-08-25_11-15-57,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,31,21,20,20,20,52.32727973261095,19
run_2025-08-25_11-15-57,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,17,29,17,29,17,60.39682846497484,19
run_2025-08-25_11-15-57,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,1,22,22,22,23,52.65939263578407,19
run_2025-08-25_11-15-57,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,27,28,2,2,29,50.86900424344039,19
run_2025-08-25_11-15-57,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,5,13,18,14,20,68.13211530446605,19
run_2025-08-25_11-15-57,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,15,1,29,15,1,56.33652443127318,19
run_2025-08-25_11-15-57,config_2,4,2,0.5,2,5,0.8,20,1,5,0.2,50,5,23,9,5,5,53.14798575357145,19
run_2025-08-25_11-15-57,config_2,5,2,0.5,2,5,0.8,20,1,5,0.2,50,9,22,9,9,16,50.21944627396041,19
run_2025-08-25_11-22-54,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,28,28,1,1,30,50.86900424344032,19
run_2025-08-25_11-22-54,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,7,7,15,3,9,76.26986120733696,19
run_2025-08-25_11-22-54,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,0,15,14,14,2,52.46860960980335,19
run_2025-08-25_11-22-54,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,15,1,5,6,1,76.54749786282919,19
run_2025-08-25_11-22-54,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,29,1,20,20,2,53.48947151246131,19
run_2025-08-25_11-22-54,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,4,21,4,0,0,58.21539595024683,19
run_2025-08-25_11-22-54,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,26,21,12,26,26,53.84831326628594,19
run_2025-08-25_11-22-54,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,25,24,25,24,25,55.29040839476545,19
run_2025-08-25_11-22-54,config_2,4,2,0.5,2,5,0.8,20,1,5,0.2,50,30,31,19,30,19,54.61464970018741,19
run_2025-08-25_11-22-54,config_2,5,2,0.5,2,5,0.8,20,1,5,0.2,50,31,2,31,31,13,50.25430025807179,19
run_2025-08-25_11-29-49,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,17,23,1,1,1,54.45558403529955,19
run_2025-08-25_11-29-49,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,28,1,28,28,28,37.35402933294375,19
run_2025-08-25_11-29-49,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,14,23,14,14,15,49.35402933294376,19
run_2025-08-25_11-29-49,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,30,31,7,7,9,53.03791448991957,19
run_2025-08-25_11-29-49,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,14,15,6,14,15,52.28156057341502,19
run_2025-08-25_11-29-49,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,5,28,5,15,28,60.85862818894759,19
run_2025-08-25_11-29-49,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,26,0,28,26,28,53.63558990635911,19
run_2025-08-25_11-29-49,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,2,7,15,2,8,53.08596936999517,19
run_2025-08-25_11-29-49,config_2,4,2,0.5,2,5,0.8,20,1,5,0.2,50,1,8,8,1,2,66.24351323907793,19
run_2025-08-25_11-29-49,config_2,5,2,0.5,2,5,0.8,20,1,5,0.2,50,1,17,18,18,18,52.9582150732101,19
run_2025-08-25_11-38-26,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,23,31,0,0,2,54.49350720634074,19
run_2025-08-25_11-38-26,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,3,3,9,3,4,51.90529650881621,19
run_2025-08-25_11-38-26,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,9,9,14,14,16,52.14680395122429,19
run_2025-08-25_11-38-26,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,29,18,17,17,17,52.27161201030091,19
run_2025-08-25_11-38-26,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,10,26,12,12,11,77.02492447257622,19
run_2025-08-25_11-38-26,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,28,9,30,30,28,64.32343788272175,19
run_2025-08-25_11-38-26,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,15,19,4,15,15,53.44131238598635,19
run_2025-08-25_11-38-26,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,1,16,1,1,3,37.35402933294379,19
run_2025-08-25_11-38-26,config_2,4,2,0.5,2,5,0.8,20,1,5,0.2,50,19,14,0,19,19,54.10889308894615,19
run_2025-08-25_11-38-26,config_2,5,2,0.5,2,5,0.8,20,1,5,0.2,50,14,24,6,6,14,53.1253287789138,19
run_2025-08-25_11-46-54,config_1,1,1,0.5,2,5,0.9,20,1,5,0.2,50,31,20,5,5,31,52.9233610890987,19
run_2025-08-25_11-46-54,config_1,2,1,0.5,2,5,0.9,20,1,5,0.2,50,14,4,26,26,16,53.24940240552836,19
run_2025-08-25_11-46-54,config_1,3,1,0.5,2,5,0.9,20,1,5,0.2,50,28,16,2,2,28,53.02376539543634,19
run_2025-08-25_11-46-54,config_1,4,1,0.5,2,5,0.9,20,1,5,0.2,50,29,31,25,29,25,52.39919200985083,19
run_2025-08-25_11-46-54,config_1,5,1,0.5,2,5,0.9,20,1,5,0.2,50,9,16,15,9,16,54.37936415945754,19
run_2025-08-25_11-46-54,config_2,1,2,0.5,2,5,0.8,20,1,5,0.2,50,10,20,4,10,4,56.63152725534878,19
run_2025-08-25_11-46-54,config_2,2,2,0.5,2,5,0.8,20,1,5,0.2,50,13,2,22,13,13,53.78585847440731,19
run_2025-08-25_11-46-54,config_2,3,2,0.5,2,5,0.8,20,1,5,0.2,50,26,16,26,26,17,38.55375786965478,19
run_2025-08-25_11-46-54,config_2,4,2,0.5,2,5,0.8,20,1,5,0.2,50,31,29,29,18,31,73.08661512257319,19
run_2025-08-25_11-46-54,config_2,5,2,0.5,2,5,0.8,20,1,5,0.2,50,29,4,29,22,5,60.98011332203151,19
